Date,Country,Cases
02-25-2020,China,77660.0
02-25-2020,South Korea,977.0
02-25-2020,Others,691.0
02-25-2020,Italy,322.0
02-25-2020,Japan,170.0
02-25-2020,Iran,95.0
02-25-2020,Singapore,91.0
02-25-2020,Hong Kong,84.0
02-25-2020,Thailand,37.0
02-25-2020,United States of America,53.0
02-25-2020,Taiwan,31.0
02-25-2020,Bahrain,23.0
02-25-2020,Malaysia,22.0
02-25-2020,Germany,17.0
02-25-2020,Vietnam,16.0
02-25-2020,France,14.0
02-25-2020,UK,13.0
02-25-2020,United Arab Emirates,13.0
02-25-2020,Kuwait,11.0
02-25-2020,Macau,10.0
02-25-2020,Australia,22.0
02-25-2020,Canada,11.0
02-25-2020,Spain,6.0
02-25-2020,India,3.0
02-25-2020,Philippines,3.0
02-25-2020,Austria,2.0
02-25-2020,Oman,2.0
02-25-2020,Russia,2.0
02-25-2020,Afghanistan,1.0
02-25-2020,Algeria,1.0
02-25-2020,Belgium,1.0
02-25-2020,Cambodia,1.0
02-25-2020,Croatia,1.0
02-25-2020,Egypt,1.0
02-25-2020,Finland,1.0
02-25-2020,Iraq,1.0
02-25-2020,Israel,1.0
02-25-2020,Lebanon,1.0
02-25-2020,Nepal,1.0
02-25-2020,Sri Lanka,1.0
02-25-2020,Sweden,1.0
02-25-2020,Switzerland,1.0
02-26-2020,China,78065.0
02-26-2020,South Korea,1261.0
02-26-2020,Others,705.0
02-26-2020,Italy,453.0
02-26-2020,Japan,189.0
02-26-2020,Iran,139.0
02-26-2020,Singapore,93.0
02-26-2020,Hong Kong,91.0
02-26-2020,United States of America,59.0
02-26-2020,Thailand,40.0
02-26-2020,Bahrain,33.0
02-26-2020,Taiwan,32.0
02-26-2020,Germany,27.0
02-26-2020,Kuwait,26.0
02-26-2020,Malaysia,22.0
02-26-2020,France,18.0
02-26-2020,Vietnam,16.0
02-26-2020,Spain,13.0
02-26-2020,UK,13.0
02-26-2020,United Arab Emirates,13.0
02-26-2020,Macau,10.0
02-26-2020,Australia,22.0
02-26-2020,Canada,11.0
02-26-2020,Iraq,5.0
02-26-2020,Oman,4.0
02-26-2020,Croatia,3.0
02-26-2020,India,3.0
02-26-2020,Philippines,3.0
02-26-2020,Austria,2.0
02-26-2020,Finland,2.0
02-26-2020,Israel,2.0
02-26-2020,Lebanon,2.0
02-26-2020,Pakistan,2.0
02-26-2020,Russia,2.0
02-26-2020,Sweden,2.0
02-26-2020,Afghanistan,1.0
02-26-2020,Algeria,1.0
02-26-2020,Belgium,1.0
02-26-2020,Brazil,1.0
02-26-2020,Cambodia,1.0
02-26-2020,Egypt,1.0
02-26-2020,Georgia,1.0
02-26-2020,Greece,1.0
02-26-2020,Nepal,1.0
02-26-2020,North Macedonia,1.0
02-26-2020,Norway,1.0
02-26-2020,Romania,1.0
02-26-2020,Sri Lanka,1.0
02-26-2020,Switzerland,1.0
02-27-2020,China,78498.0
02-27-2020,South Korea,1766.0
02-27-2020,Others,705.0
02-27-2020,Italy,655.0
02-27-2020,Iran,245.0
02-27-2020,Japan,214.0
02-27-2020,Singapore,93.0
02-27-2020,Hong Kong,92.0
02-27-2020,Germany,46.0
02-27-2020,Kuwait,43.0
02-27-2020,United States of America,60.0
02-27-2020,Thailand,40.0
02-27-2020,France,38.0
02-27-2020,Bahrain,33.0
02-27-2020,Taiwan,32.0
02-27-2020,Malaysia,23.0
02-27-2020,Vietnam,16.0
02-27-2020,Spain,15.0
02-27-2020,UK,15.0
02-27-2020,United Arab Emirates,13.0
02-27-2020,Macau,10.0
02-27-2020,Australia,23.0
02-27-2020,Switzerland,8.0
02-27-2020,Canada,13.0
02-27-2020,Iraq,7.0
02-27-2020,Sweden,7.0
02-27-2020,Oman,4.0
02-27-2020,Austria,3.0
02-27-2020,Croatia,3.0
02-27-2020,Greece,3.0
02-27-2020,India,3.0
02-27-2020,Israel,3.0
02-27-2020,Philippines,3.0
02-27-2020,Finland,2.0
02-27-2020,Lebanon,2.0
02-27-2020,Pakistan,2.0
02-27-2020,Russia,2.0
02-27-2020,Afghanistan,1.0
02-27-2020,Algeria,1.0
02-27-2020,Belgium,1.0
02-27-2020,Brazil,1.0
02-27-2020,Cambodia,1.0
02-27-2020,Denmark,1.0
02-27-2020,Egypt,1.0
02-27-2020,Estonia,1.0
02-27-2020,Georgia,1.0
02-27-2020,Nepal,1.0
02-27-2020,Netherlands,1.0
02-27-2020,North Macedonia,1.0
02-27-2020,Norway,1.0
02-27-2020,Romania,1.0
02-27-2020,San Marino,1.0
02-27-2020,Sri Lanka,1.0
02-28-2020,China,78824.0
02-28-2020,South Korea,2337.0
02-28-2020,Italy,888.0
02-28-2020,Others,705.0
02-28-2020,Iran,388.0
02-28-2020,Japan,228.0
02-28-2020,Hong Kong,94.0
02-28-2020,Singapore,93.0
02-28-2020,France,57.0
02-28-2020,Germany,48.0
02-28-2020,Kuwait,45.0
02-28-2020,United States of America,62.0
02-28-2020,Thailand,41.0
02-28-2020,Bahrain,36.0
02-28-2020,Taiwan,34.0
02-28-2020,Spain,32.0
02-28-2020,Malaysia,23.0
02-28-2020,UK,20.0
02-28-2020,United Arab Emirates,19.0
02-28-2020,Vietnam,16.0
02-28-2020,Macau,10.0
02-28-2020,Australia,23.0
02-28-2020,Switzerland,8.0
02-28-2020,Canada,14.0
02-28-2020,Iraq,7.0
02-28-2020,Sweden,7.0
02-28-2020,Norway,6.0
02-28-2020,Croatia,5.0
02-28-2020,Greece,4.0
02-28-2020,Israel,4.0
02-28-2020,Oman,4.0
02-28-2020,Austria,3.0
02-28-2020,India,3.0
02-28-2020,Philippines,3.0
02-28-2020,Romania,3.0
02-28-2020,Finland,2.0
02-28-2020,Lebanon,2.0
02-28-2020,Pakistan,2.0
02-28-2020,Russia,2.0
02-28-2020, Azerbaijan,1.0
02-28-2020,Afghanistan,1.0
02-28-2020,Algeria,1.0
02-28-2020,Belarus,1.0
02-28-2020,Belgium,1.0
02-28-2020,Brazil,1.0
02-28-2020,Cambodia,1.0
02-28-2020,Denmark,1.0
02-28-2020,Egypt,1.0
02-28-2020,Estonia,1.0
02-28-2020,Georgia,1.0
02-28-2020,Iceland,1.0
02-28-2020,Lithuania,1.0
02-28-2020,Mexico,1.0
02-28-2020,Nepal,1.0
02-28-2020,Netherlands,1.0
02-28-2020,New Zealand,1.0
02-28-2020,Nigeria,1.0
02-28-2020,North Ireland,1.0
02-28-2020,North Macedonia,1.0
02-28-2020,San Marino,1.0
02-28-2020,Sri Lanka,1.0
02-29-2020,China,79251.0
02-29-2020,South Korea,3150.0
02-29-2020,Italy,1128.0
02-29-2020,Others,705.0
02-29-2020,Iran,593.0
02-29-2020,Japan,241.0
02-29-2020,Singapore,102.0
02-29-2020,France,100.0
02-29-2020,Hong Kong,95.0
02-29-2020,Germany,79.0
02-29-2020,Kuwait,45.0
02-29-2020,Spain,45.0
02-29-2020,United States of America,70.0
02-29-2020,Thailand,42.0
02-29-2020,Bahrain,41.0
02-29-2020,Taiwan,39.0
02-29-2020,Malaysia,25.0
02-29-2020,UK,23.0
02-29-2020,United Arab Emirates,21.0
02-29-2020,Switzerland,18.0
02-29-2020,Vietnam,16.0
02-29-2020,Norway,15.0
02-29-2020,Iraq,13.0
02-29-2020,Sweden,12.0
02-29-2020,Canada,20.0
02-29-2020,Macau,10.0
02-29-2020,Australia,25.0
02-29-2020,Austria,9.0
02-29-2020,Israel,7.0
02-29-2020,Croatia,6.0
02-29-2020,Netherlands,6.0
02-29-2020,Oman,6.0
02-29-2020,Greece,4.0
02-29-2020,Lebanon,4.0
02-29-2020,Mexico,4.0
02-29-2020,Pakistan,4.0
02-29-2020,Denmark,3.0
02-29-2020,Finland,3.0
02-29-2020,India,3.0
02-29-2020,Philippines,3.0
02-29-2020,Romania,3.0
02-29-2020,Brazil,2.0
02-29-2020,Russia,2.0
02-29-2020,Afghanistan,1.0
02-29-2020,Algeria,1.0
02-29-2020,Belarus,1.0
02-29-2020,Belgium,1.0
02-29-2020,Cambodia,1.0
02-29-2020,Egypt,1.0
02-29-2020,Estonia,1.0
02-29-2020,Georgia,1.0
02-29-2020,Iceland,1.0
02-29-2020,Ireland,1.0
02-29-2020,Lithuania,1.0
02-29-2020,Luxembourg,1.0
02-29-2020,Monaco,1.0
02-29-2020,Nepal,1.0
02-29-2020,New Zealand,1.0
02-29-2020,Nigeria,1.0
02-29-2020,North Macedonia,1.0
02-29-2020,Qatar,1.0
02-29-2020,San Marino,1.0
02-29-2020,Sri Lanka,1.0
03-01-2020,China,79826.0
03-01-2020,South Korea,3736.0
03-01-2020,Italy,1694.0
03-01-2020,Iran,978.0
03-01-2020,Others,705.0
03-01-2020,Japan,256.0
03-01-2020,France,130.0
03-01-2020,Germany,130.0
03-01-2020,Singapore,106.0
03-01-2020,Hong Kong,96.0
03-01-2020,Spain,84.0
03-01-2020,Bahrain,47.0
03-01-2020,Kuwait,45.0
03-01-2020,United States of America,76.0
03-01-2020,Thailand,42.0
03-01-2020,Taiwan,40.0
03-01-2020,UK,36.0
03-01-2020,Malaysia,29.0
03-01-2020,Switzerland,27.0
03-01-2020,United Arab Emirates,21.0
03-01-2020,Iraq,19.0
03-01-2020,Norway,19.0
03-01-2020,Vietnam,16.0
03-01-2020,Austria,14.0
03-01-2020,Canada,24.0
03-01-2020,Sweden,14.0
03-01-2020,Israel,10.0
03-01-2020,Lebanon,10.0
03-01-2020,Macau,10.0
03-01-2020,Netherlands,10.0
03-01-2020,Australia,27.0
03-01-2020,Croatia,7.0
03-01-2020,Greece,7.0
03-01-2020,Ecuador,6.0
03-01-2020,Finland,6.0
03-01-2020,Oman,6.0
03-01-2020,Mexico,5.0
03-01-2020,Denmark,4.0
03-01-2020,Pakistan,4.0
03-01-2020,Azerbaijan,3.0
03-01-2020,Czech Republic,3.0
03-01-2020,Georgia,3.0
03-01-2020,Iceland,3.0
03-01-2020,India,3.0
03-01-2020,Philippines,3.0
03-01-2020,Qatar,3.0
03-01-2020,Romania,3.0
03-01-2020,Belgium,2.0
03-01-2020,Brazil,2.0
03-01-2020,Egypt,2.0
03-01-2020,Russia,2.0
03-01-2020,Afghanistan,1.0
03-01-2020,Algeria,1.0
03-01-2020,Armenia,1.0
03-01-2020,Belarus,1.0
03-01-2020,Cambodia,1.0
03-01-2020,Dominican Republic,1.0
03-01-2020,Estonia,1.0
03-01-2020,Ireland,1.0
03-01-2020,Lithuania,1.0
03-01-2020,Luxembourg,1.0
03-01-2020,Monaco,1.0
03-01-2020,Nepal,1.0
03-01-2020,New Zealand,1.0
03-01-2020,Nigeria,1.0
03-01-2020,North Macedonia,1.0
03-01-2020,San Marino,1.0
03-01-2020,Sri Lanka,1.0
03-02-2020,China,80026.0
03-02-2020,South Korea,4335.0
03-02-2020,Italy,2036.0
03-02-2020,Iran,1501.0
03-02-2020,Others,705.0
03-02-2020,Japan,274.0
03-02-2020,France,191.0
03-02-2020,Germany,159.0
03-02-2020,Spain,120.0
03-02-2020,Singapore,108.0
03-02-2020,Hong Kong,100.0
03-02-2020,Kuwait,56.0
03-02-2020,Bahrain,49.0
03-02-2020,United States of America,101.0
03-02-2020,Thailand,43.0
03-02-2020,Switzerland,42.0
03-02-2020,Taiwan,41.0
03-02-2020,UK,40.0
03-02-2020,Malaysia,29.0
03-02-2020,Iraq,26.0
03-02-2020,Norway,25.0
03-02-2020,United Arab Emirates,21.0
03-02-2020,Austria,18.0
03-02-2020,Netherlands,18.0
03-02-2020,Canada,27.0
03-02-2020,Vietnam,16.0
03-02-2020,Sweden,15.0
03-02-2020,Lebanon,13.0
03-02-2020,Israel,10.0
03-02-2020,Macau,10.0
03-02-2020,Australia,30.0
03-02-2020,Belgium,8.0
03-02-2020,San Marino,8.0
03-02-2020,Croatia,7.0
03-02-2020,Greece,7.0
03-02-2020,Ecuador,6.0
03-02-2020,Finland,6.0
03-02-2020,Iceland,6.0
03-02-2020,Oman,6.0
03-02-2020,India,5.0
03-02-2020,Mexico,5.0
03-02-2020,Denmark,4.0
03-02-2020,Pakistan,4.0
03-02-2020,Algeria,3.0
03-02-2020,Azerbaijan,3.0
03-02-2020,Czech Republic,3.0
03-02-2020,Georgia,3.0
03-02-2020,Philippines,3.0
03-02-2020,Qatar,3.0
03-02-2020,Romania,3.0
03-02-2020,Russia,3.0
03-02-2020,Brazil,2.0
03-02-2020,Egypt,2.0
03-02-2020,Indonesia,2.0
03-02-2020,Portugal,2.0
03-02-2020,Afghanistan,1.0
03-02-2020,Andorra,1.0
03-02-2020,Armenia,1.0
03-02-2020,Belarus,1.0
03-02-2020,Cambodia,1.0
03-02-2020,Dominican Republic,1.0
03-02-2020,Estonia,1.0
03-02-2020,Ireland,1.0
03-02-2020,Latvia,1.0
03-02-2020,Lithuania,1.0
03-02-2020,Luxembourg,1.0
03-02-2020,Monaco,1.0
03-02-2020,Morocco,1.0
03-02-2020,Nepal,1.0
03-02-2020,New Zealand,1.0
03-02-2020,Nigeria,1.0
03-02-2020,North Macedonia,1.0
03-02-2020,Saudi Arabia,1.0
03-02-2020,Senegal,1.0
03-02-2020,Sri Lanka,1.0
03-03-2020,China,80151.0
03-03-2020,South Korea,5186.0
03-03-2020,Italy,2502.0
03-03-2020,Iran,2336.0
03-03-2020,Others,706.0
03-03-2020,Japan,293.0
03-03-2020,France,204.0
03-03-2020,Germany,196.0
03-03-2020,Spain,165.0
03-03-2020,Singapore,110.0
03-03-2020,Hong Kong,100.0
03-03-2020,Kuwait,56.0
03-03-2020,Switzerland,56.0
03-03-2020,UK,51.0
03-03-2020,Bahrain,49.0
03-03-2020,United States of America,122.0
03-03-2020,Thailand,43.0
03-03-2020,Taiwan,42.0
03-03-2020,Malaysia,36.0
03-03-2020,Iraq,32.0
03-03-2020,Norway,32.0
03-03-2020,United Arab Emirates,27.0
03-03-2020,Netherlands,24.0
03-03-2020,Austria,21.0
03-03-2020,Sweden,21.0
03-03-2020,Canada,30.0
03-03-2020,Vietnam,16.0
03-03-2020,Australia,39.0
03-03-2020,Belgium,13.0
03-03-2020,Lebanon,13.0
03-03-2020,Israel,12.0
03-03-2020,Oman,12.0
03-03-2020,Iceland,11.0
03-03-2020,Macau,10.0
03-03-2020,San Marino,10.0
03-03-2020,Croatia,9.0
03-03-2020,Ecuador,7.0
03-03-2020,Greece,7.0
03-03-2020,Qatar,7.0
03-03-2020,Denmark,6.0
03-03-2020,Finland,6.0
03-03-2020,Algeria,5.0
03-03-2020,Czech Republic,5.0
03-03-2020,India,5.0
03-03-2020,Mexico,5.0
03-03-2020,Pakistan,5.0
03-03-2020,Azerbaijan,3.0
03-03-2020,Georgia,3.0
03-03-2020,Philippines,3.0
03-03-2020,Romania,3.0
03-03-2020,Russia,3.0
03-03-2020,Brazil,2.0
03-03-2020,Egypt,2.0
03-03-2020,Estonia,2.0
03-03-2020,Indonesia,2.0
03-03-2020,Ireland,2.0
03-03-2020,Portugal,2.0
03-03-2020,Senegal,2.0
03-03-2020,Afghanistan,1.0
03-03-2020,Andorra,1.0
03-03-2020,Argentina,1.0
03-03-2020,Armenia,1.0
03-03-2020,Belarus,1.0
03-03-2020,Cambodia,1.0
03-03-2020,Chile,1.0
03-03-2020,Dominican Republic,1.0
03-03-2020,Jordan,1.0
03-03-2020,Latvia,1.0
03-03-2020,Lithuania,1.0
03-03-2020,Luxembourg,1.0
03-03-2020,Monaco,1.0
03-03-2020,Morocco,1.0
03-03-2020,Nepal,1.0
03-03-2020,New Zealand,1.0
03-03-2020,Nigeria,1.0
03-03-2020,North Macedonia,1.0
03-03-2020,Saudi Arabia,1.0
03-03-2020,Sri Lanka,1.0
03-03-2020,Ukraine,1.0
03-04-2020,China,80271.0
03-04-2020,South Korea,5621.0
03-04-2020,Italy,3089.0
03-04-2020,Iran,2922.0
03-04-2020,Others,706.0
03-04-2020,Japan,331.0
03-04-2020,France,285.0
03-04-2020,Germany,262.0
03-04-2020,Spain,222.0
03-04-2020,Singapore,110.0
03-04-2020,Hong Kong,105.0
03-04-2020,Switzerland,90.0
03-04-2020,UK,85.0
03-04-2020,Kuwait,56.0
03-04-2020,Norway,56.0
03-04-2020,Bahrain,52.0
03-04-2020,Malaysia,50.0
03-04-2020,United States of America,153.0
03-04-2020,Thailand,43.0
03-04-2020,Taiwan,42.0
03-04-2020,Netherlands,38.0
03-04-2020,Iraq,35.0
03-04-2020,Sweden,35.0
03-04-2020,Austria,29.0
03-04-2020,India,28.0
03-04-2020,United Arab Emirates,27.0
03-04-2020,Iceland,26.0
03-04-2020,Belgium,23.0
03-04-2020,Australia,52.0
03-04-2020,Canada,33.0
03-04-2020,San Marino,16.0
03-04-2020,Vietnam,16.0
03-04-2020,Israel,15.0
03-04-2020,Oman,15.0
03-04-2020,Lebanon,13.0
03-04-2020,Algeria,12.0
03-04-2020,Croatia,10.0
03-04-2020,Denmark,10.0
03-04-2020,Ecuador,10.0
03-04-2020,Macau,10.0
03-04-2020,Greece,9.0
03-04-2020,Czech Republic,8.0
03-04-2020,Qatar,8.0
03-04-2020,Belarus,6.0
03-04-2020,Finland,6.0
03-04-2020,Ireland,6.0
03-04-2020,Mexico,5.0
03-04-2020,Pakistan,5.0
03-04-2020,Portugal,5.0
03-04-2020,Brazil,4.0
03-04-2020,Romania,4.0
03-04-2020,Senegal,4.0
03-04-2020,Azerbaijan,3.0
03-04-2020,Georgia,3.0
03-04-2020,New Zealand,3.0
03-04-2020,Philippines,3.0
03-04-2020,Russia,3.0
03-04-2020,Saint Barthelemy,3.0
03-04-2020,Egypt,2.0
03-04-2020,Estonia,2.0
03-04-2020,Hungary,2.0
03-04-2020,Indonesia,2.0
03-04-2020,Afghanistan,1.0
03-04-2020,Andorra,1.0
03-04-2020,Argentina,1.0
03-04-2020,Armenia,1.0
03-04-2020,Cambodia,1.0
03-04-2020,Chile,1.0
03-04-2020,Dominican Republic,1.0
03-04-2020,Faroe Islands,1.0
03-04-2020,Gibraltar,1.0
03-04-2020,Jordan,1.0
03-04-2020,Latvia,1.0
03-04-2020,Liechtenstein,1.0
03-04-2020,Lithuania,1.0
03-04-2020,Luxembourg,1.0
03-04-2020,Monaco,1.0
03-04-2020,Morocco,1.0
03-04-2020,Nepal,1.0
03-04-2020,Nigeria,1.0
03-04-2020,North Macedonia,1.0
03-04-2020,Poland,1.0
03-04-2020,Saudi Arabia,1.0
03-04-2020,Sri Lanka,1.0
03-04-2020,Tunisia,1.0
03-04-2020,Ukraine,1.0
03-05-2020,China,80422.0
03-05-2020,South Korea,6088.0
03-05-2020,Italy,3858.0
03-05-2020,Iran,3513.0
03-05-2020,Others,706.0
03-05-2020,Germany,482.0
03-05-2020,France,377.0
03-05-2020,Japan,360.0
03-05-2020,Spain,259.0
03-05-2020,Singapore,117.0
03-05-2020,UK,115.0
03-05-2020,Switzerland,114.0
03-05-2020,Hong Kong,105.0
03-05-2020,Sweden,94.0
03-05-2020,Norway,87.0
03-05-2020,Netherlands,82.0
03-05-2020,Kuwait,58.0
03-05-2020,Bahrain,55.0
03-05-2020,United States of America,221.0
03-05-2020,Belgium,50.0
03-05-2020,Malaysia,50.0
03-05-2020,Thailand,47.0
03-05-2020,Taiwan,44.0
03-05-2020,Austria,41.0
03-05-2020,Iraq,35.0
03-05-2020,Iceland,34.0
03-05-2020,Greece,31.0
03-05-2020,India,30.0
03-05-2020,United Arab Emirates,29.0
03-05-2020,Australia,55.0
03-05-2020,Canada,37.0
03-05-2020,San Marino,21.0
03-05-2020,Israel,16.0
03-05-2020,Lebanon,16.0
03-05-2020,Oman,16.0
03-05-2020,Vietnam,16.0
03-05-2020,Ecuador,13.0
03-05-2020,Algeria,12.0
03-05-2020,Czech Republic,12.0
03-05-2020,Finland,12.0
03-05-2020,Croatia,10.0
03-05-2020,Denmark,10.0
03-05-2020,Macau,10.0
03-05-2020,Portugal,8.0
03-05-2020,Qatar,8.0
03-05-2020,Azerbaijan,6.0
03-05-2020,Belarus,6.0
03-05-2020,Ireland,6.0
03-05-2020,Romania,6.0
03-05-2020,Mexico,5.0
03-05-2020,Pakistan,5.0
03-05-2020,Saudi Arabia,5.0
03-05-2020,Brazil,4.0
03-05-2020,Chile,4.0
03-05-2020,Georgia,4.0
03-05-2020,Palestine,4.0
03-05-2020,Russia,4.0
03-05-2020,Senegal,4.0
03-05-2020,Egypt,3.0
03-05-2020,Estonia,3.0
03-05-2020,New Zealand,3.0
03-05-2020,Philippines,3.0
03-05-2020,Saint Barthelemy,3.0
03-05-2020,Bosnia and Herzegovina,2.0
03-05-2020,Hungary,2.0
03-05-2020,Indonesia,2.0
03-05-2020,Morocco,2.0
03-05-2020,Slovenia,2.0
03-05-2020,Afghanistan,1.0
03-05-2020,Andorra,1.0
03-05-2020,Argentina,1.0
03-05-2020,Armenia,1.0
03-05-2020,Cambodia,1.0
03-05-2020,Dominican Republic,1.0
03-05-2020,Faroe Islands,1.0
03-05-2020,Gibraltar,1.0
03-05-2020,Jordan,1.0
03-05-2020,Latvia,1.0
03-05-2020,Liechtenstein,1.0
03-05-2020,Lithuania,1.0
03-05-2020,Luxembourg,1.0
03-05-2020,Monaco,1.0
03-05-2020,Nepal,1.0
03-05-2020,Nigeria,1.0
03-05-2020,North Macedonia,1.0
03-05-2020,Poland,1.0
03-05-2020,South Africa,1.0
03-05-2020,Sri Lanka,1.0
03-05-2020,Tunisia,1.0
03-05-2020,Ukraine,1.0
03-06-2020,China,80573.0
03-06-2020,South Korea,6593.0
03-06-2020,Iran,4747.0
03-06-2020,Italy,4636.0
03-06-2020,Others,696.0
03-06-2020,Germany,670.0
03-06-2020,France,653.0
03-06-2020,Japan,420.0
03-06-2020,Spain,400.0
03-06-2020,Switzerland,214.0
03-06-2020,UK,163.0
03-06-2020,Singapore,130.0
03-06-2020,Netherlands,128.0
03-06-2020,Belgium,109.0
03-06-2020,Norway,108.0
03-06-2020,Hong Kong,107.0
03-06-2020,Sweden,101.0
03-06-2020,Malaysia,83.0
03-06-2020,Bahrain,60.0
03-06-2020,Kuwait,58.0
03-06-2020,United States of America,278.0
03-06-2020,Austria,55.0
03-06-2020,Thailand,48.0
03-06-2020,Greece,45.0
03-06-2020,Taiwan,45.0
03-06-2020,Iceland,43.0
03-06-2020,Iraq,40.0
03-06-2020,India,31.0
03-06-2020,United Arab Emirates,29.0
03-06-2020,Australia,60.0
03-06-2020,Canada,49.0
03-06-2020,Denmark,23.0
03-06-2020,Lebanon,22.0
03-06-2020,Israel,21.0
03-06-2020,San Marino,21.0
03-06-2020,Czech Republic,18.0
03-06-2020,Ireland,18.0
03-06-2020,Algeria,17.0
03-06-2020,Oman,16.0
03-06-2020,Palestine,16.0
03-06-2020,Vietnam,16.0
03-06-2020,Egypt,15.0
03-06-2020,Finland,15.0
03-06-2020,Brazil,13.0
03-06-2020,Ecuador,13.0
03-06-2020,Portugal,13.0
03-06-2020,Russia,13.0
03-06-2020,Croatia,11.0
03-06-2020,Estonia,10.0
03-06-2020,Macau,10.0
03-06-2020,Romania,9.0
03-06-2020,Qatar,8.0
03-06-2020,Slovenia,7.0
03-06-2020,Azerbaijan,6.0
03-06-2020,Belarus,6.0
03-06-2020,Mexico,6.0
03-06-2020,Pakistan,6.0
03-06-2020,Philippines,5.0
03-06-2020,Poland,5.0
03-06-2020,Saudi Arabia,5.0
03-06-2020,Chile,4.0
03-06-2020,Georgia,4.0
03-06-2020,Indonesia,4.0
03-06-2020,New Zealand,4.0
03-06-2020,Senegal,4.0
03-06-2020,North Macedonia,3.0
03-06-2020,Saint Barthelemy,3.0
03-06-2020,Argentina,2.0
03-06-2020,Bosnia and Herzegovina,2.0
03-06-2020,Dominican Republic,2.0
03-06-2020,Hungary,2.0
03-06-2020,Luxembourg,2.0
03-06-2020,Morocco,2.0
03-06-2020,Afghanistan,1.0
03-06-2020,Andorra,1.0
03-06-2020,Armenia,1.0
03-06-2020,Bhutan,1.0
03-06-2020,Cambodia,1.0
03-06-2020,Cameroon,1.0
03-06-2020,Colombia,1.0
03-06-2020,Costa Rica,1.0
03-06-2020,Faroe Islands,1.0
03-06-2020,Gibraltar,1.0
03-06-2020,Jordan,1.0
03-06-2020,Latvia,1.0
03-06-2020,Liechtenstein,1.0
03-06-2020,Lithuania,1.0
03-06-2020,Monaco,1.0
03-06-2020,Nepal,1.0
03-06-2020,Nigeria,1.0
03-06-2020,Peru,1.0
03-06-2020,Serbia,1.0
03-06-2020,Slovakia,1.0
03-06-2020,South Africa,1.0
03-06-2020,Sri Lanka,1.0
03-06-2020,Togo,1.0
03-06-2020,Tunisia,1.0
03-06-2020,Ukraine,1.0
03-06-2020,Vatican City,1.0
03-07-2020,China,80652.0
03-07-2020,South Korea,7041.0
03-07-2020,Italy,5883.0
03-07-2020,Iran,5823.0
03-07-2020,France,949.0
03-07-2020,Germany,799.0
03-07-2020,Others,696.0
03-07-2020,Spain,500.0
03-07-2020,Japan,461.0
03-07-2020,Switzerland,268.0
03-07-2020,UK,206.0
03-07-2020,Netherlands,188.0
03-07-2020,Belgium,169.0
03-07-2020,Sweden,161.0
03-07-2020,Norway,147.0
03-07-2020,Singapore,138.0
03-07-2020,Hong Kong,108.0
03-07-2020,Malaysia,93.0
03-07-2020,Bahrain,85.0
03-07-2020,Austria,79.0
03-07-2020,United States of America,417.0
03-07-2020,Kuwait,61.0
03-07-2020,Iraq,54.0
03-07-2020,Iceland,50.0
03-07-2020,Thailand,50.0
03-07-2020,Greece,46.0
03-07-2020,Taiwan,45.0
03-07-2020,United Arab Emirates,45.0
03-07-2020,India,34.0
03-07-2020,Australia,63.0
03-07-2020,Canada,54.0
03-07-2020,Denmark,23.0
03-07-2020,San Marino,23.0
03-07-2020,Lebanon,22.0
03-07-2020,Palestine,22.0
03-07-2020,Israel,21.0
03-07-2020,Portugal,20.0
03-07-2020,Czech Republic,19.0
03-07-2020,Ireland,18.0
03-07-2020,Vietnam,18.0
03-07-2020,Algeria,17.0
03-07-2020,Oman,16.0
03-07-2020,Egypt,15.0
03-07-2020,Finland,15.0
03-07-2020,Brazil,13.0
03-07-2020,Ecuador,13.0
03-07-2020,Russia,13.0
03-07-2020,Croatia,12.0
03-07-2020,Estonia,10.0
03-07-2020,Macau,10.0
03-07-2020,Azerbaijan,9.0
03-07-2020,Romania,9.0
03-07-2020,Argentina,8.0
03-07-2020,Qatar,8.0
03-07-2020,Slovenia,7.0
03-07-2020,Belarus,6.0
03-07-2020,Mexico,6.0
03-07-2020,Pakistan,6.0
03-07-2020,Philippines,6.0
03-07-2020,French Guiana,5.0
03-07-2020,New Zealand,5.0
03-07-2020,Poland,5.0
03-07-2020,Saudi Arabia,5.0
03-07-2020,Chile,4.0
03-07-2020,Georgia,4.0
03-07-2020,Hungary,4.0
03-07-2020,Indonesia,4.0
03-07-2020,Senegal,4.0
03-07-2020,Bosnia and Herzegovina,3.0
03-07-2020,Malta,3.0
03-07-2020,North Macedonia,3.0
03-07-2020,Saint Barthelemy,3.0
03-07-2020,Dominican Republic,2.0
03-07-2020,Luxembourg,2.0
03-07-2020,Martinique,2.0
03-07-2020,Morocco,2.0
03-07-2020,Afghanistan,1.0
03-07-2020,Andorra,1.0
03-07-2020,Armenia,1.0
03-07-2020,Bhutan,1.0
03-07-2020,Cambodia,1.0
03-07-2020,Cameroon,1.0
03-07-2020,Colombia,1.0
03-07-2020,Costa Rica,1.0
03-07-2020,Faroe Islands,1.0
03-07-2020,Gibraltar,1.0
03-07-2020,Jordan,1.0
03-07-2020,Latvia,1.0
03-07-2020,Liechtenstein,1.0
03-07-2020,Lithuania,1.0
03-07-2020,Monaco,1.0
03-07-2020,Nepal,1.0
03-07-2020,Nigeria,1.0
03-07-2020,Peru,1.0
03-07-2020,Serbia,1.0
03-07-2020,Slovakia,1.0
03-07-2020,South Africa,1.0
